Cluster Name,Gaia DR3 Name,Membership Probability,Right Ascension (deg),Declination (deg),parallax (milli-arcseconds),GAIA g apparent mag,GAIA colour bp - rp
NGC_2682,604974082404994000,0.65907737,132.6924376,12.03,1.135,13.277014,0.7366
NGC_2682,604896395036759000,0.6562293,132.8746614,11.59,1.177,12.576983,0.74893
NGC_2682,604960441588923000,0.65590575,132.5096807,11.75,1.161,15.9672575,1.23573
NGC_2682,604894745769327000,0.65555118,132.8394934,11.55,1.14,15.33606,1.247444
NGC_2682,604905947043939000,0.6552884,133.090944,11.78,1.101,13.604394,0.74624
NGC_2682,604931064012661000,0.65433452,133.1602935,11.9,1.121,13.508189,0.7412545
NGC_2682,598902437462030000,0.65404372,132.6747347,11.56,1.135,17.401415,1.835019
NGC_2682,604912196220603000,0.65384522,132.6180038,11.7,1.194,12.782185,0.69627
NGC_2682,604921924322165000,0.6526591,132.7422739,11.87,1.205,12.614841,1.115695
NGC_2682,604972360122759000,0.65148697,132.7927501,12.03,1.128,15.816169,1.164994
NGC_2682,604907076619777000,0.65093307,133.0538804,11.83,1.194,16.575846,1.461315
NGC_2682,604917006584146000,0.65073581,132.8968415,11.79,1.041,18.557055,2.274044
NGC_2682,604902682868788000,0.65049567,133.1377888,11.76,1.136,13.550175,0.740142
NGC_2682,604903782380444000,0.65016771,133.0120983,11.73,1.224,17.90592,1.940385
NGC_2682,604907012195820000,0.64932415,133.089118,11.84,1.201,12.614237,0.741756
NGC_2682,604909894118250000,0.64802703,132.7769093,11.69,1.194,17.669428,2.105684
NGC_2682,604896631259208000,0.64781026,132.8705887,11.6,1.226,18.694176,2.277617
NGC_2682,604975315059831000,0.64615459,132.605355,12.08,1.134,16.909548,1.657445
NGC_2682,598955385818884000,0.64591931,132.4679107,11.71,1.165,18.786226,2.205889
NGC_2682,598903055937325000,0.6451812,132.6144532,11.57,1.136,18.204798,2.096096
NGC_2682,604976418867175000,0.64486179,132.7413467,12.11,1.142,17.209242,1.695077
NGC_2682,604930544320912000,0.6444058,133.1308422,11.86,1.171,13.566598,0.7476075
NGC_2682,604912402379033000,0.64238576,132.6963148,11.72,1.186,14.006294,0.788021
NGC_2682,604909928477988000,0.64236078,132.7948856,11.69,1.083,18.744429,2.210713
NGC_2682,604970715150627000,0.64116912,132.7466864,11.98,1.217,19.32508,2.2699
NGC_2682,604914777496783000,0.64047109,132.7564476,11.8,1.119,13.358971,0.773382
NGC_2682,604906771677661000,0.63977165,133.0701137,11.81,1.102,14.231096,1.1509205
NGC_2682,604920442558053000,0.63889471,132.9662131,11.94,1.119,15.650209,1.35708
NGC_2682,604900690003981000,0.63864981,133.0693312,11.71,1.223,13.350618,0.727926
NGC_2682,604904194697320000,0.63812581,132.9575208,11.72,1.21,17.797903,1.91041
NGC_2682,598902716634970000,0.63806702,132.6449473,11.57,1.183,16.02001,1.225035
NGC_2682,604977587098273000,0.63779238,132.7334683,12.16,1.172,13.204584,0.711201
NGC_2682,604930681760055000,0.63765688,133.0797778,11.86,1.116,17.732718,1.905373
NGC_2682,604947724190084000,0.63634373,132.9919027,12.02,1.124,13.63848,0.763336
NGC_2682,604910100276687000,0.63594842,132.8617674,11.71,1.245,17.541813,1.848227
NGC_2682,604898972017071000,0.63540573,133.0788958,11.63,1.122,15.905231,1.19142
NGC_2682,604995415507212000,0.63494976,132.902695,12.05,1.188,17.691051,1.85084
NGC_2682,604902923387006000,0.63483323,132.9834386,11.65,1.112,14.445664,0.871241
NGC_2682,604899315614439000,0.63411596,133.138492,11.66,1.156,15.831039,1.16733
NGC_2682,604969615638993000,0.63341316,132.7842036,11.95,1.223,19.28596,2.275782
NGC_2682,604905015035446000,0.63326204,132.9818854,11.78,1.209,18.066193,1.955349
NGC_2682,605000745561898000,0.6326198,132.8511629,12.21,1.161,15.915327,1.195208
NGC_2682,604904229057064000,0.63224493,132.9442881,11.71,1.077,16.349297,1.508205
NGC_2682,604950545984126000,0.63150491,132.9869724,12.11,1.183,17.850863,1.883317
NGC_2682,604988376056169000,0.63093291,132.5644809,12.15,1.147,16.781284,1.50575
NGC_2682,604912058781650000,0.63057936,132.5900125,11.68,1.172,13.54289,0.737661
NGC_2682,604908347929907000,0.63051507,132.7488095,11.66,1.187,12.934086,0.720091
NGC_2682,604949034155647000,0.62942266,132.9655498,12.08,1.155,13.310611,0.749476
NGC_2682,604948965436170000,0.62942266,132.9699829,12.07,1.174,12.538585,0.764015
NGC_2682,604917663714775000,0.62907217,132.8583315,11.81,1.078,17.290304,1.762056
NGC_2682,604972394482498000,0.62871912,132.7765243,12.03,1.147,18.89432,2.358183
NGC_2682,604994045412976000,0.62854687,132.577804,12.27,1.146,13.986189,0.775403
NGC_2682,604924840604588000,0.62747702,132.8769119,12,1.103,19.54458,2.513854
NGC_2682,604996347515378000,0.627133,132.937151,12.14,1.146,13.560265,0.746103
NGC_2682,604922130480589000,0.62660669,132.7516902,11.9,1.218,16.734282,1.494937
NGC_2682,598902888433674000,0.62622292,132.5793155,11.54,1.132,16.207754,1.306529
NGC_2682,604962984209526000,0.62589128,132.6932626,11.87,1.131,14.771352,1.026218
NGC_2682,604910581313044000,0.62499392,132.8477309,11.75,1.179,17.512157,2.020765
NGC_2682,598901995080470000,0.62478157,132.6341481,11.53,1.152,15.192,1.1969835
NGC_2682,604923023833745000,0.62460465,132.8821387,11.92,1.22,16.82904,1.560358
NGC_2682,604974357282902000,0.62421163,132.6775303,12.05,1.147,13.223673,0.718337
NGC_2682,598906771084100000,0.62394909,132.5957893,11.62,1.168,14.855805,0.9310605
NGC_2682,604966866859978000,0.62392051,132.5765685,11.91,1.174,14.620219,0.885584
NGC_2682,604996106997220000,0.62384502,132.9155928,12.1,1.117,15.490493,1.129085
NGC_2682,604931132732291000,0.62297715,133.1895473,11.91,1.133,14.454188,0.851279
NGC_2682,598889900452561000,0.62293536,132.6817747,11.49,1.133,15.368779,1.0535455
NGC_2682,604923848467471000,0.62252336,132.8561202,11.93,1.054,17.374266,1.741577
NGC_2682,604920030241181000,0.62252336,132.9613916,11.89,1.045,16.316282,1.391943
NGC_2682,604911375882675000,0.6220365,132.8195245,11.76,1.055,12.210929,0.921819
NGC_2682,604924776180389000,0.62193455,132.8884852,11.99,1.091,13.652542,0.812145
NGC_2682,604906118842622000,0.62182238,133.1174517,11.81,1.113,16.683075,1.506869
NGC_2682,604947518031911000,0.62168885,133.0082629,12,1.098,16.163172,1.285607
NGC_2682,604896837417608000,0.6216867,132.8934811,11.63,1.199,13.040115,0.74423
NGC_2682,604896326317278000,0.62162814,132.8977629,11.58,1.161,14.496078,0.865591
NGC_2682,604919033808557000,0.62144374,133.0521578,11.88,1.091,13.925874,0.887835
NGC_2682,604969443840314000,0.62025884,132.7602206,11.92,1.073,15.516991,1.110023
NGC_2682,604896807353611000,0.61823046,132.8853072,11.62,1.17,17.425936,1.804317
NGC_2682,604898490980772000,0.61696566,132.8961552,11.71,1.249,16.612162,1.530359
NGC_2682,604995419802460000,0.6169366,132.9055679,12.06,1.16,13.560873,0.744475
NGC_2682,604968752349767000,0.61668549,132.5413914,12,1.17,13.780851,0.768162
NGC_2682,604911749544006000,0.61664987,132.6432341,11.67,1.221,12.478206,0.767945
NGC_2682,604893165221336000,0.61644137,132.9579529,11.56,1.143,12.569078,0.736337
NGC_2682,604917457556344000,0.61542562,132.8635223,11.8,1.257,17.012089,1.880854
NGC_2682,604918591427679000,0.61488339,132.9580694,11.83,1.209,12.4752865,0.7719685
NGC_2682,598886052161851000,0.61330242,132.8130602,11.45,1.165,13.0150175,0.749166
NGC_2682,604972467497283000,0.61299619,132.7316648,12.01,1.093,15.253333,1.026391
NGC_2682,604904847532342000,0.61140212,132.9587823,11.75,1.07,13.630524,0.773708
NGC_2682,604911135364520000,0.61083859,132.7645935,11.75,1.069,11.260444,0.394065
NGC_2682,598907660142283000,0.610115,132.4775388,11.65,1.171,18.354195,2.322479
NGC_2682,604926386792726000,0.60973885,133.1745626,11.8,1.14,18.76508,2.368788
NGC_2682,604901823875341000,0.60949569,133.1098363,11.69,1.214,12.249378,1.112697
NGC_2682,598907836235995000,0.60938593,132.5399361,11.64,1.148,14.332987,0.82174
NGC_2682,604897696411104000,0.60937492,132.824463,11.63,1.089,17.047773,1.609957
NGC_2682,604967760213166000,0.6090201,132.5881121,11.98,1.2,15.24659,1.106041
NGC_2682,604895364244626000,0.60878748,132.7886738,11.56,1.223,14.627281,0.878759
NGC_2682,604899414398029000,0.60832086,133.0724344,11.64,1.163,16.09723,1.461907
NGC_2682,604904847532343000,0.6081513,132.9591955,11.75,1.058,13.337077,0.788581
NGC_2682,604964118080894000,0.60807625,132.6583989,11.91,1.128,14.5575485,0.905503
NGC_2682,604933125596954000,0.60779477,133.1975914,11.97,1.131,14.777056,0.915578
NGC_2682,604971093107922000,0.60703468,132.8082087,11.96,1.07,15.018668,0.9616295
NGC_2682,604903812444577000,0.6070173,132.9915098,11.73,1.198,17.150433,1.953386
NGC_2682,604915877008228000,0.60575991,132.7000369,11.83,1.193,14.369842,0.858608
NGC_2682,604932404042610000,0.60538216,133.247746,11.95,1.119,15.536377,1.095662
NGC_2682,604922641581305000,0.60513751,132.784192,11.93,1.207,15.509171,1.087964
NGC_2682,604961777323248000,0.60499367,132.5539424,11.81,1.203,19.055435,2.359598
NGC_2682,604907592015746000,0.60482199,132.6879278,11.6,1.214,15.355323,1.265261
NGC_2682,604962193935569000,0.6033699,132.5512054,11.86,1.181,8.222472,1.8043595
NGC_2682,604911685120321000,0.60311482,132.8008659,11.79,1.036,14.911862,0.977779
NGC_2682,604918076031622000,0.60270845,132.883907,11.83,1.057,12.486162,0.759559
NGC_2682,604944082058064000,0.6019836,133.0154177,11.97,1.078,16.3103,1.325631
NGC_2682,604905019331023000,0.60197889,132.9863841,11.78,1.092,16.21151,1.463072
NGC_2682,604908416649385000,0.60187048,132.6748898,11.61,1.212,12.498256,0.865466
NGC_2682,604895810921216000,0.60179788,132.8217903,11.59,1.235,16.486538,1.422726
NGC_2682,604948862357149000,0.60173183,132.9715656,12.06,1.129,13.758011,0.770584
NGC_2682,605001707634589000,0.60048729,132.7796524,12.22,1.131,15.204648,1.002152
NGC_2682,604894707113833000,0.5988865,132.858025,11.55,1.106,12.560714,0.73725
NGC_2682,604927039627095000,0.59800352,133.2251942,11.85,1.121,18.048517,2.080624
NGC_2682,604913162588927000,0.5978804,132.5505879,11.71,1.126,14.953916,0.960207
NGC_2682,604907046555570000,0.5974801,133.0428112,11.82,1.093,18.788923,2.360288
NGC_2682,604910482529472000,0.59745975,132.8487979,11.74,1.096,19.27892,2.321481
NGC_2682,604899178175495000,0.59673097,133.1104242,11.63,1.14,15.48848,1.169703
NGC_2682,604929346025749000,0.59642399,133.1644379,11.82,1.101,17.126034,1.951587
NGC_2682,604918316549771000,0.59449194,132.9722492,11.81,1.18,12.582053,0.736017
NGC_2682,604909898413943000,0.59387677,132.7789744,11.7,1.065,15.323898,1.159705
NGC_2682,604947281809005000,0.59374461,132.9505268,11.99,1.107,14.922193,1.033564
NGC_2682,604969783142096000,0.59336204,132.7159019,11.95,1.211,12.606146,0.743005
NGC_2682,604947621110417000,0.59294586,133.054594,12.03,1.157,16.28684,1.595517
NGC_2682,604909760974981000,0.59290801,132.8266384,11.68,1.045,16.22102,1.585238
NGC_2682,604908519728693000,0.59209034,132.6717754,11.63,1.123,17.851824,2.197308
NGC_2682,604890038485175000,0.59158989,132.8753246,11.46,1.153,14.441525,0.849725
NGC_2682,604963980641948000,0.59152247,132.6301562,11.89,1.198,16.69441,1.479251
NGC_2682,604971093107739000,0.59145847,132.7970743,11.96,1.232,15.497033,1.0922325
NGC_2682,604948724917994000,0.59096401,133.0064639,12.07,1.159,14.051254,0.811753
NGC_2682,604948278241425000,0.59077371,132.9141659,12.02,1.121,14.43516,0.856455
NGC_2682,604902407990876000,0.59053448,133.1717485,11.74,1.112,16.386658,1.377607
NGC_2682,604929620903658000,0.58971833,133.1445452,11.83,1.134,19.189928,2.307874
NGC_2682,604901407262883000,0.58941686,133.2220864,11.71,1.148,17.167074,1.67617
NGC_2682,604921713868728000,0.58937415,132.7659521,11.86,1.192,17.987682,1.872534
NGC_2682,604988204257490000,0.58923838,132.5340629,12.12,1.153,16.569128,1.434385
NGC_2682,604943433520098000,0.58695979,133.0899699,11.96,1.132,15.273891,1.031457
NGC_2682,604906801741864000,0.58684135,133.0704415,11.82,1.201,16.662333,1.8249715
NGC_2682,604909310002694000,0.58671673,132.6913531,11.68,1.188,17.782135,2.011914
NGC_2682,604969924876649000,0.58666158,132.7430592,11.97,1.124,14.337803,0.83028
NGC_2682,605003013304624000,0.58582365,132.8625657,12.24,1.199,17.344692,1.734203
NGC_2682,604903370063591000,0.58536654,132.9958397,11.7,1.244,14.549583,0.881193
NGC_2682,604898246166934000,0.58508913,132.866365,11.67,1.184,17.356447,1.763175
NGC_2682,604896150222841000,0.58490782,132.7808709,11.61,1.244,13.283628,0.726784
NGC_2682,604916873440769000,0.58447864,132.9377716,11.8,1.251,11.2212715,1.199257
NGC_2682,598955115237068000,0.58395336,132.4866942,11.69,1.191,9.409208,1.458801
NGC_2682,604997240868590000,0.58341705,132.8719004,12.14,1.084,17.874096,1.931726
NGC_2682,604907523302217000,0.58150208,132.7276855,11.61,1.161,18.247952,1.978987
NGC_2682,604897288389931000,0.58137612,132.9324024,11.65,1.245,17.82385,2.104038
NGC_2682,604963877562742000,0.58091228,132.5678548,11.9,1.144,12.728699,0.704726
NGC_2682,604971020092675000,0.580632,132.7028557,12,1.126,12.631922,0.72445
NGC_2682,604948759277930000,0.57985651,132.988429,12.07,1.172,19.405739,2.349604
NGC_2682,604901239759778000,0.57774883,133.1606788,11.71,1.107,16.547073,1.44731
NGC_2682,604969336465748000,0.57772344,132.7318396,11.93,1.048,17.282303,1.742858
NGC_2682,604921821242942000,0.57760529,132.7704695,11.87,1.104,13.699832,0.755066
NGC_2682,604895673481331000,0.57741209,132.7704043,11.59,1.233,20.1039,1.805553
NGC_2682,604947006931096000,0.57733472,132.9743175,11.97,1.086,18.168734,2.093396
NGC_2682,604924393927735000,0.57722748,132.8974695,11.97,1.214,12.607555,0.911161
NGC_2682,604976453226907000,0.57702746,132.7611747,12.11,1.163,16.685137,1.4935655
NGC_2682,604969306401374000,0.57650554,132.7151622,11.92,1.253,16.931812,1.595147
NGC_2682,604969237681908000,0.57624029,132.6736246,11.91,1.07,16.775866,1.508827
NGC_2682,604948346960902000,0.57618316,132.9085594,12.02,1.185,12.835385,0.779083
NGC_2682,598901784626987000,0.57469512,132.6239359,11.5,1.188,17.803898,1.856202
NGC_2682,605000848641142000,0.5736242,132.7474494,12.17,1.098,15.659702,1.245822
NGC_2682,604999886568459000,0.57333958,132.8099307,12.14,1.223,17.24666,1.707386
NGC_2682,604997172149101000,0.57329626,132.9176614,12.15,1.196,16.77069,1.567795
NGC_2682,605017925431109000,0.57283543,132.6675941,12.32,1.152,17.575953,1.868596
NGC_2682,604914807560716000,0.57272512,132.7214708,11.79,1.184,13.150158,0.763911
NGC_2682,598888697861717000,0.57199058,132.7142023,11.45,1.145,16.62562,1.509329
NGC_2682,604950786502479000,0.57138292,133.0720144,12.12,1.135,15.056689,0.980801
NGC_2682,604963740123794000,0.57122302,132.5443902,11.88,1.222,16.23311,1.3354225
NGC_2682,604892787264194000,0.57092414,133.0176539,11.56,1.176,17.630356,1.838696
NGC_2682,598953088011334000,0.57092192,132.439185,11.65,1.144,15.534893,1.082116
NGC_2682,604933018221557000,0.57039724,133.1985207,11.96,1.103,14.631114,0.877649
NGC_2682,604913540546033000,0.56974835,132.6576577,11.76,1.231,16.308594,1.351532
NGC_2682,604922027401372000,0.5693752,132.765349,11.88,1.081,17.02906,1.618417
NGC_2682,604995660320635000,0.56918213,132.878095,12.07,1.109,14.535909,0.876478
NGC_2682,604893676321680000,0.56847317,132.9801531,11.59,1.127,13.891024,0.766684
NGC_2682,598956420905951000,0.56711178,132.4691624,11.76,1.169,15.636947,1.109474
NGC_2682,598955149595632000,0.56711178,132.5034644,11.7,1.176,14.022008,0.790376
NGC_2682,604987070386115000,0.56707817,132.5940694,12.09,1.186,13.75739,0.760676
NGC_2682,604922370997734000,0.566895,132.8087273,11.91,1.253,19.574957,2.607385
NGC_2682,604905912684189000,0.5665206,133.1345556,11.8,1.195,20.145775,2.279442
