Cluster Name,Gaia DR3 Name,Membership Probability,Right Ascension (deg),Declination (deg),parallax (milli-arcseconds),GAIA g apparent mag,GAIA colour bp - rp,,,,,
NGC_2477,5538488734840550000,0.66554261,118.06732,-38.72,0.6846,16.268845,1.238965,,,,,
NGC_2477,5538865622507780000,0.66552611,118.1552109,-38.57,0.7612,17.768354,1.537359,,,,,
NGC_2477,5538114729088760000,0.66501579,118.305305,-38.68,0.7099,15.691606,1.351658,,,,,
NGC_2477,5538867958970040000,0.66487893,118.1567115,-38.52,0.6729,18.11048,1.680919,,,,,
NGC_2477,5537736905102710000,0.66473011,118.1177595,-38.81,0.6629,16.839725,1.435973,,,,,
NGC_2477,5538866515864130000,0.66469748,118.1046779,-38.56,0.7531,16.231241,1.189489,,,,,
NGC_2477,5538869543819840000,0.66460528,118.0800437,-38.52,0.6496,14.607173,0.946549,,,,,
NGC_2477,5538865695529210000,0.6643754,118.0804798,-38.61,0.6901,13.223243,0.740787,,,,,
NGC_2477,5538114522930360000,0.66411984,118.1790226,-38.64,0.7128,13.657939,0.757353,,,,,
NGC_2477,5538489490754760000,0.66374161,118.0695922,-38.67,0.7255,17.034657,1.429832,,,,,
NGC_2477,5538886689329020000,0.66350542,117.8692074,-38.36,0.6635,15.0852995,1.062957,,,,,
NGC_2477,5538115347564010000,0.66312322,118.3352729,-38.6,0.6876,14.84407,1.151652,,,,,
NGC_2477,5538508182452560000,0.66298634,117.843967,-38.43,0.7006,16.302624,1.240387,,,,,
NGC_2477,5538873495189570000,0.6627655,118.2933926,-38.45,0.6708,13.146783,0.825251,,,,,
NGC_2477,5538869200222500000,0.66262076,118.0539656,-38.54,0.6382,16.7979,1.5045675,,,,,
NGC_2477,5538491002583150000,0.66230364,117.8857855,-38.72,0.6871,13.288491,1.1025635,,,,,
NGC_2477,5538869165858810000,0.66202137,118.0697654,-38.53,0.6516,13.67886,0.797452,,,,,
NGC_2477,5538868135070450000,0.66202137,118.1912912,-38.48,0.6494,14.146347,0.948464,,,,,
NGC_2477,5538112839302790000,0.66194134,118.2093679,-38.73,0.6734,15.339993,1.203111,,,,,
NGC_2477,5538507082940930000,0.66191296,117.8738487,-38.48,0.6733,13.830299,0.861369,,,,,
NGC_2477,5538885246220420000,0.66175857,118.0788683,-38.3,0.691,13.408945,0.9392155,,,,,
NGC_2477,5538865553788290000,0.66162896,118.1666089,-38.57,0.7449,19.11266,2.12464,,,,,
NGC_2477,5538110051859310000,0.66161159,118.2715432,-38.74,0.6882,17.649431,1.675734,,,,,
NGC_2477,5538887647100870000,0.66139598,117.9000697,-38.27,0.7063,19.552288,2.255472,,,,,
NGC_2477,5538504295495820000,0.6613136,117.7400648,-38.63,0.6715,13.030307,0.777735,,,,,
NGC_2477,5538883386492810000,0.66117018,117.9068433,-38.41,0.746,17.512392,1.53693,,,,,
NGC_2477,5538509213244760000,0.66094345,117.7200964,-38.48,0.6761,13.593682,0.759552,,,,,
NGC_2477,5538506086508100000,0.66058579,117.7577115,-38.52,0.6865,14.259409,1.027642,,,,,
NGC_2477,5538868272509440000,0.66027227,118.1372409,-38.48,0.7117,12.668177,0.864461,,,,,
NGC_2477,5538492858008950000,0.66021407,117.867266,-38.62,0.7179,12.538558,0.834932,,,,,
NGC_2477,5538114522930360000,0.65966109,118.1773523,-38.64,0.7213,12.560341,0.778107,,,,,
NGC_2477,5538870196654940000,0.65950032,117.9977699,-38.5,0.6412,14.120539,0.893015,,,,,
NGC_2477,5538491655418130000,0.65947322,117.8641561,-38.68,0.6564,14.326983,0.94141,,,,,
NGC_2477,5538866928174590000,0.65935265,118.2292922,-38.55,0.7103,11.950048,1.4503005,,,,,
NGC_2477,5538872601836490000,0.65907834,118.0660746,-38.4,0.6701,16.577188,1.35814,,,,,
NGC_2477,5538114690424380000,0.65901456,118.2111305,-38.6,0.7653,18.61551,1.847338,,,,,
NGC_2477,5538492342612850000,0.65898938,117.8064661,-38.66,0.6865,14.716171,1.057176,,,,,
NGC_2477,5538867615369350000,0.65874836,118.2372314,-38.5,0.6612,14.065529,0.886161,,,,,
NGC_2477,5537738038970440000,0.65836511,118.0999391,-38.75,0.6547,17.919226,1.803827,,,,,
NGC_2477,5538866756379240000,0.65830511,118.1205817,-38.5,0.6468,17.21095,1.446534,,,,,
NGC_2477,5538865970407130000,0.65773415,118.0601665,-38.61,0.6645,14.391216,0.919671,,,,,
NGC_2477,5538866245284940000,0.65758136,118.1232168,-38.57,0.7044,13.0493555,0.777347,,,,,
NGC_2477,5538504707812680000,0.65756281,117.8220602,-38.59,0.6673,13.816835,0.834973,,,,,
NGC_2477,5538504707813640000,0.65756281,117.8340287,-38.59,0.675,16.687113,1.29607,,,,,
NGC_2477,5538885830335530000,0.65750364,117.9511916,-38.3,0.6727,16.451166,1.290605,,,,,
NGC_2477,5538488047645730000,0.65748142,117.9626058,-38.76,0.671,13.116485,0.7901,,,,,
NGC_2477,5538864870895480000,0.65745668,118.104864,-38.64,0.6981,13.347738,0.817949,,,,,
NGC_2477,5538504123697900000,0.65725872,117.8096598,-38.63,0.6764,15.4653225,1.120685,,,,,
NGC_2477,5538488867973810000,0.65716923,118.0298209,-38.73,0.7369,15.805613,1.293667,,,,,
NGC_2477,5537735668154650000,0.65595416,117.9801937,-38.88,0.6829,13.107951,0.756033,,,,,
NGC_2477,5538869715614340000,0.65570696,118.1090097,-38.49,0.7522,17.904507,1.550709,,,,,
NGC_2477,5538486222278570000,0.65569574,117.7722504,-38.72,0.6838,18.309185,1.734921,,,,,
NGC_2477,5538489112797680000,0.65536239,118.0878984,-38.72,0.7383,12.402834,1.649661,,,,,
NGC_2477,5538118439940400000,0.65510325,118.4363,-38.58,0.6981,16.66786,1.644592,,,,,
NGC_2477,5538872979793540000,0.65490653,118.147632,-38.36,0.6712,15.555224,1.235672,,,,,
NGC_2477,5538869780036280000,0.65473859,118.103451,-38.47,0.6609,16.877058,1.335181,,,,,
NGC_2477,5538493579563520000,0.65471948,117.9797369,-38.61,0.707,15.825315,1.162161,,,,,
NGC_2477,5538509213244760000,0.65467692,117.7225972,-38.5,0.683,14.418489,0.932508,,,,,
NGC_2477,5538877996315300000,0.65463131,118.2206683,-38.35,0.6712,13.497273,0.844527,,,,,
NGC_2477,5538506773703290000,0.65454533,117.8958127,-38.52,0.7204,14.5794525,0.973401,,,,,
NGC_2477,5538507838855170000,0.65432639,117.8702069,-38.46,0.713,12.033846,1.47278,,,,,
NGC_2477,5538867585314590000,0.65427995,118.2747469,-38.49,0.6394,16.01105,1.248544,,,,,
NGC_2477,5538883150276220000,0.65408913,118.0007802,-38.39,0.654,15.947545,1.229261,,,,,
NGC_2477,5538866657601770000,0.65400716,118.1245807,-38.52,0.6286,16.070269,1.169642,,,,,
NGC_2477,5538113281682300000,0.65382864,118.2715295,-38.69,0.6742,17.235731,1.574957,,,,,
NGC_2477,5537737283056170000,0.65353975,118.195268,-38.76,0.7155,12.276701,1.696215,,,,,
NGC_2477,5537737970250960000,0.65342125,118.0637413,-38.76,0.7203,17.179125,1.56268,,,,,
NGC_2477,5538489112797740000,0.65338429,118.0800332,-38.73,0.6199,14.797931,1.1646565,,,,,
NGC_2477,5538869303301740000,0.65334671,118.0299862,-38.53,0.6724,15.2965,1.057556,,,,,
NGC_2477,5538869475100430000,0.65328411,118.0243319,-38.52,0.6711,17.675228,1.702661,,,,,
NGC_2477,5537737424801570000,0.6530756,118.1507999,-38.77,0.6964,14.525303,1.047835,,,,,
NGC_2477,5538113835735600000,0.65304434,118.1805046,-38.67,0.6371,16.371275,1.244776,,,,,
NGC_2477,5537734985259870000,0.65301741,118.1037992,-38.89,0.686,14.791623,0.97317,,,,,
NGC_2477,5537738554366540000,0.6528744,118.1304413,-38.72,0.699,18.203653,1.83671,,,,,
NGC_2477,5538864660435030000,0.65274582,118.1157797,-38.67,0.6672,16.446272,1.283522,,,,,
NGC_2477,5538115656801650000,0.6524101,118.3317186,-38.58,0.691,13.003119,1.030463,,,,,
NGC_2477,5538490379802550000,0.65236192,118.0666584,-38.63,0.7261,18.403141,1.753367,,,,,
NGC_2477,5538883356434770000,0.65227456,117.895194,-38.41,0.69,16.335033,1.266394,,,,,
NGC_2477,5538489009718540000,0.65227362,118.0446493,-38.71,0.6576,14.425963,0.923983,,,,,
NGC_2477,5538510793792700000,0.65224418,117.7991545,-38.43,0.7285,16.677593,1.437892,,,,,
NGC_2477,5538883214694250000,0.65180215,117.9750848,-38.37,0.7377,17.17118,1.480083,,,,,
NGC_2477,5538489314652510000,0.65174938,118.0856426,-38.69,0.6319,19.056025,2.237817,,,,,
NGC_2477,5538505880350160000,0.6516475,117.7471494,-38.55,0.6545,13.694907,0.816857,,,,,
NGC_2477,5538865794303230000,0.6515251,118.0752824,-38.6,0.735,12.172376,1.4323305,,,,,
NGC_2477,5538493442124810000,0.65111005,117.9388154,-38.61,0.6856,15.437695,1.080587,,,,,
NGC_2477,5538865455010940000,0.65026281,118.1652664,-38.59,0.6548,12.956195,0.740943,,,,,
NGC_2477,5538865764248700000,0.65012242,118.0707745,-38.61,0.7562,17.04789,1.405121,,,,,
NGC_2477,5538495057032460000,0.64982558,117.9601416,-38.5,0.6592,14.180883,1.004428,,,,,
NGC_2477,5538874972658320000,0.6497705,118.2452485,-38.38,0.6686,14.890395,1.188577,,,,,
NGC_2477,5538493510846190000,0.64969736,117.9998702,-38.62,0.7199,14.817425,0.95594,,,,,
NGC_2477,5538871055648310000,0.64963051,118.0371523,-38.43,0.7372,14.513677,1.019905,,,,,
NGC_2477,5538866515857740000,0.64955643,118.1038552,-38.56,0.7179,12.23286,0.939935,,,,,
NGC_2477,5538866825095380000,0.64940176,118.230734,-38.56,0.727,12.4503765,0.999681,,,,,
NGC_2477,5538113556552860000,0.6493398,118.2517624,-38.66,0.6654,17.435942,1.577619,,,,,
NGC_2477,5538489353315840000,0.64928904,118.1045573,-38.68,0.6592,15.304535,1.155208,,,,,
NGC_2477,5538872052080610000,0.64920421,118.1620624,-38.4,0.6471,15.424956,1.20389,,,,,
NGC_2477,5538116515795100000,0.64900821,118.326205,-38.55,0.7277,12.500878,1.621301,,,,,
NGC_2477,5538869956136670000,0.6484645,118.0818403,-38.48,0.7434,10.439308,1.162571,,,,,
NGC_2477,5538870810828500000,0.64845996,118.0649825,-38.44,0.7373,17.948214,1.644265,,,,,
NGC_2477,5538870707745790000,0.64841403,118.0285402,-38.46,0.6267,13.435541,0.847821,,,,,
NGC_2477,5538886753747360000,0.64789271,117.890826,-38.35,0.6975,17.938292,1.645683,,,,,
NGC_2477,5538114694729030000,0.6478867,118.213464,-38.6,0.6805,16.235878,1.277965,,,,,
NGC_2477,5538884593385160000,0.64735345,118.0463635,-38.34,0.6614,14.791676,1.053121,,,,,
NGC_2477,5538492342612850000,0.64733916,117.8021302,-38.65,0.6607,15.78562,1.224504,,,,,
NGC_2477,5538508079373350000,0.64730071,117.8405441,-38.45,0.707,15.134353,1.128408,,,,,
NGC_2477,5538504467300580000,0.64712525,117.7738229,-38.6,0.6902,18.031404,1.643671,,,,,
NGC_2477,5538490521548960000,0.64705594,118.0209635,-38.63,0.7472,17.901707,1.619421,,,,,
NGC_2477,5538868921042940000,0.64658267,118.2001414,-38.42,0.6999,18.977674,2.069403,,,,,
NGC_2477,5538508800927400000,0.64643412,117.6968001,-38.52,0.6779,17.398413,1.510595,,,,,
NGC_2477,5538114351131650000,0.64640675,118.2406519,-38.63,0.6654,16.517872,1.405863,,,,,
NGC_2477,5538491483619500000,0.64638258,117.9434316,-38.68,0.6567,16.989723,1.43703,,,,,
NGC_2477,5538879027107450000,0.64636117,118.1948749,-38.32,0.7087,15.470152,1.189457,,,,,
NGC_2477,5538866623242060000,0.64618338,118.0996125,-38.52,0.7445,15.639015,1.067616,,,,,
NGC_2477,5538869715618490000,0.64597747,118.1109563,-38.5,0.7294,11.401268,1.4811545,,,,,
NGC_2477,5538866657601960000,0.64597747,118.1261851,-38.53,0.7186,12.753331,0.769009,,,,,
NGC_2477,5538885074421450000,0.6459323,118.101864,-38.31,0.7127,16.816046,1.392463,,,,,
NGC_2477,5538869470798540000,0.6459118,118.0298385,-38.52,0.6462,16.250046,1.18554,,,,,
NGC_2477,5538884559025410000,0.64589098,118.0733245,-38.36,0.7021,18.606567,2.123562,,,,,
NGC_2477,5538511893304230000,0.64574416,117.7570034,-38.38,0.7167,15.129256,0.970431,,,,,
NGC_2477,5538884627744890000,0.64572539,118.0589858,-38.35,0.6953,13.934091,0.924441,,,,,
NGC_2477,5538115102741730000,0.64557515,118.2832271,-38.63,0.685,19.837627,2.648857,,,,,
NGC_2477,5538123078505290000,0.64530767,118.3922445,-38.46,0.6744,14.552629,1.04253,,,,,
NGC_2477,5538874422902470000,0.64530767,118.3301842,-38.37,0.6756,16.351469,1.340167,,,,,
NGC_2477,5538504918277460000,0.64526851,117.8156196,-38.58,0.69,14.0406065,0.851395,,,,,
NGC_2477,5538493820081900000,0.64496398,117.9858027,-38.59,0.7164,12.613711,0.741617,,,,,
NGC_2477,5538870059215880000,0.64491028,118.0825327,-38.46,0.6306,14.274432,0.905672,,,,,
NGC_2477,5538113767016120000,0.64490006,118.1931803,-38.69,0.723,16.682568,1.351011,,,,,
NGC_2477,5538870093575750000,0.64487073,117.9949207,-38.53,0.6284,14.1071205,0.83565,,,,,
NGC_2477,5538878438690830000,0.64443334,118.255952,-38.31,0.7058,18.351074,1.805063,,,,,
NGC_2477,5538886654969280000,0.64407058,117.8501558,-38.36,0.6661,15.01895,1.038782,,,,,
NGC_2477,5538873392110370000,0.64406382,118.2909873,-38.48,0.6884,13.944553,0.902639,,,,,
NGC_2477,5538115038326390000,0.64387987,118.2885762,-38.63,0.6816,14.499527,1.120547,,,,,
NGC_2477,5538872430037770000,0.64386165,118.1074474,-38.41,0.6863,15.306867,1.241323,,,,,
NGC_2477,5538880264057990000,0.64365157,118.2799797,-38.27,0.699,15.162922,1.133013,,,,,
NGC_2477,5538865523730420000,0.64338953,118.1525869,-38.57,0.7278,16.588936,1.349253,,,,,
NGC_2477,5538487253070360000,0.64335863,117.9602715,-38.79,0.6615,19.13508,2.219282,,,,,
NGC_2477,5538885177500660000,0.64330321,118.0938684,-38.29,0.7031,17.228693,1.499952,,,,,
NGC_2477,5538490177949460000,0.64322985,117.9966535,-38.64,0.6463,14.664182,0.9252485,,,,,
NGC_2477,5538488185084670000,0.64316536,117.9755846,-38.73,0.6546,17.314957,1.551093,,,,,
NGC_2477,5538878168109550000,0.64294894,118.1913646,-38.34,0.7133,19.088017,1.974048,,,,,
NGC_2477,5538865180133020000,0.6426994,118.1830068,-38.6,0.6709,16.009789,1.15983,,,,,
NGC_2477,5538882875398320000,0.64256758,118.0072875,-38.41,0.7388,16.094233,1.220336,,,,,
NGC_2477,5538869234578290000,0.64225406,118.0601841,-38.52,0.76,19.134243,1.616062,,,,,
NGC_2477,5538865214492960000,0.64223073,118.1570195,-38.6,0.6522,14.121765,0.8237385,,,,,
NGC_2477,5538870402813380000,0.64192339,117.9821951,-38.5,0.6826,18.356794,1.791448,,,,,
NGC_2477,5537736909405180000,0.64188539,118.1266469,-38.81,0.6892,18.096836,1.552967,,,,,
NGC_2477,5538494816514300000,0.64181962,117.9627313,-38.55,0.6205,13.214797,0.8439425,,,,,
NGC_2477,5538867482235380000,0.64134167,118.2750552,-38.51,0.6892,16.65942,1.35108,,,,,
NGC_2477,5538884352866780000,0.64120173,117.955814,-38.31,0.6903,15.399857,1.12918,,,,,
NGC_2477,5538867482235380000,0.64101702,118.2836205,-38.5,0.7239,16.330969,1.264038,,,,,
NGC_2477,5538883627011020000,0.64089531,117.8715993,-38.4,0.7056,17.009949,1.41161,,,,,
NGC_2477,5538113354699250000,0.64084625,118.2301583,-38.7,0.7221,15.575061,1.239875,,,,,
NGC_2477,5538868783603910000,0.64056854,118.1758836,-38.45,0.6337,18.01858,1.993841,,,,,
NGC_2477,5538887170365340000,0.64048166,117.9151516,-38.33,0.6549,16.492342,1.389531,,,,,
NGC_2477,5538508319891480000,0.64042619,117.868553,-38.41,0.736,15.176756,1.192271,,,,,
NGC_2477,5538114866527690000,0.64031582,118.3179123,-38.64,0.6698,16.366484,1.452281,,,,,
NGC_2477,5538114797808240000,0.64027752,118.2880451,-38.66,0.6597,15.156044,1.336649,,,,,
NGC_2477,5538869406380950000,0.64003521,118.0365628,-38.54,0.7212,16.21791,1.135827,,,,,
NGC_2477,5538865725586950000,0.64001897,118.0878491,-38.61,0.6109,18.666185,1.925965,,,,,
NGC_2477,5538867963271800000,0.63979133,118.1622584,-38.52,0.666,13.623047,0.886941,,,,,
NGC_2477,5538116172197780000,0.63963196,118.2181791,-38.59,0.7591,14.352604,1.033904,,,,,
NGC_2477,5538113251620010000,0.63961248,118.2970648,-38.68,0.6912,16.996058,1.570652,,,,,
NGC_2477,5538885589817350000,0.63945337,117.994336,-38.32,0.6682,17.201956,1.505154,,,,,
NGC_2477,5538494266758240000,0.63944976,117.9211405,-38.59,0.669,15.18772,1.059061,,,,,
NGC_2477,5538490899503940000,0.63919328,117.8806652,-38.74,0.6846,15.02918,1.144746,,,,,
NGC_2477,5538509763000580000,0.63892394,117.6295522,-38.5,0.7046,15.584068,1.104492,,,,,
NGC_2477,5538113148540820000,0.63888991,118.2509847,-38.7,0.6871,13.70488,0.979774,,,,,
NGC_2477,5538495022672740000,0.63883758,117.9445193,-38.53,0.7234,13.883238,0.80898,,,,,
NGC_2477,5538489215876880000,0.63849641,118.0851226,-38.69,0.7015,12.733816,0.841139,,,,,
NGC_2477,5538491895936290000,0.63830736,117.8264979,-38.71,0.6925,13.1209345,0.98786,,,,,
NGC_2477,5538873495189570000,0.63823536,118.3016944,-38.45,0.7064,14.1272335,0.949461,,,,,
NGC_2477,5538488833614060000,0.63799671,118.0151459,-38.74,0.6704,17.680845,1.624718,,,,,
NGC_2477,5538508319891490000,0.63791788,117.855602,-38.4,0.7074,15.328936,1.0832145,,,,,
NGC_2477,5538116378356160000,0.63777916,118.3049224,-38.57,0.7108,17.0015,1.614988,,,,,
NGC_2477,5538507048581200000,0.6377744,117.8682853,-38.48,0.6813,14.15074,0.961466,,,,,
NGC_2477,5538512236901610000,0.63759534,117.7746346,-38.37,0.6713,14.105911,0.81956,,,,,
NGC_2477,5538870608971770000,0.63731166,117.9978358,-38.45,0.653,16.144451,1.269078,,,,,
NGC_2477,5538490281028940000,0.63726919,118.026301,-38.66,0.7248,14.936813,0.999609,,,,,
NGC_2477,5538494404199330000,0.63721115,117.8694219,-38.58,0.7034,12.682784,0.8105915,,,,,
NGC_2477,5538494438556900000,0.637027,117.889883,-38.58,0.7262,12.561768,0.952812,,,,,
NGC_2477,5538506872477610000,0.63670142,117.9375364,-38.5,0.7172,15.613524,1.266491,,,,,
NGC_2477,5538116309636710000,0.63668726,118.2471671,-38.56,0.6947,14.115132,0.871108,,,,,
NGC_2477,5538872670555960000,0.63665937,118.0600646,-38.38,0.7265,18.379671,1.80849,,,,,
NGC_2477,5538884627744890000,0.63598679,118.056169,-38.33,0.6975,14.258401,0.943632,,,,,
NGC_2477,5538873563909030000,0.6359443,118.3351957,-38.45,0.6953,15.156737,1.12808,,,,,
NGC_2477,5537735221475010000,0.6358469,118.0573021,-38.86,0.7053,15.484918,1.128234,,,,,
NGC_2477,5538494850874030000,0.63576267,117.9705429,-38.52,0.6794,16.36691,1.246685,,,,,
NGC_2477,5538108883628100000,0.63565392,118.3607187,-38.78,0.6952,15.612702,1.2087045,,,,,
NGC_2477,5537738176409390000,0.63546104,118.1412989,-38.76,0.6472,16.944344,1.590658,,,,,
NGC_2477,5538872017720890000,0.63542405,118.14203,-38.41,0.6399,16.316818,1.470723,,,,,
NGC_2477,5538121910273940000,0.63526525,118.4434851,-38.5,0.6627,15.306567,1.208709,,,,,
NGC_2477,5538507765831040000,0.63514358,117.8200374,-38.45,0.653,17.774511,1.563709,,,,,
NGC_2477,5538115381923740000,0.63512907,118.3489071,-38.6,0.6598,15.624975,1.224492,,,,,
NGC_2477,5538511480987360000,0.63510554,117.7935583,-38.38,0.6798,15.206271,1.00035,,,,,
NGC_2477,5538504746478760000,0.63492764,117.8395882,-38.57,0.6403,16.201885,1.157095,,,,,
NGC_2477,5538871330521840000,0.63475147,118.1542901,-38.45,0.6637,16.986166,1.694429,,,,,
NGC_2477,5538871708483260000,0.63449479,118.1146948,-38.41,0.6667,14.686455,1.119836,,,,,
NGC_2477,5538870299734150000,0.63440714,118.0012485,-38.5,0.7139,12.68239,0.939946,,,,,
NGC_2477,5538871845922180000,0.63426873,118.1709555,-38.41,0.7239,17.103243,1.450547,,,,,
NGC_2477,5538490555906590000,0.63413244,118.0048825,-38.64,0.7104,14.251907,0.863915,,,,,
NGC_2477,5538868066350970000,0.6340428,118.209701,-38.49,0.7357,17.096691,1.391186,,,,,
NGC_2477,5538869264640090000,0.63351925,118.0185874,-38.55,0.687,15.761438,1.109064,,,,,
NGC_2477,5538864973974700000,0.63351482,118.0974559,-38.63,0.7106,12.723325,0.710906,,,,,
NGC_2477,5538867654034090000,0.63346892,118.249034,-38.5,0.7455,17.583906,1.548849,,,,,
NGC_2477,5538883283414680000,0.63321347,117.9006849,-38.44,0.6551,18.477335,1.86801,,,,,
NGC_2477,5538872704915680000,0.63307966,118.0847499,-38.39,0.747,16.671667,1.3900305,,,,,
NGC_2477,5538872017720880000,0.63281383,118.1537403,-38.41,0.6815,15.437219,1.172427,,,,,
NGC_2477,5538872357013230000,0.63281383,118.0714675,-38.43,0.6663,13.674965,0.885113,,,,,
NGC_2477,5538113182900550000,0.63267788,118.2565854,-38.69,0.674,17.452961,1.60016,,,,,
NGC_2477,5538871223148300000,0.63244305,118.1309448,-38.47,0.732,16.464245,1.424971,,,,,
NGC_2477,5538505223209750000,0.63241073,117.7676021,-38.58,0.7134,17.85628,1.597029,,,,,
NGC_2477,5538872498757260000,0.63207566,118.0825073,-38.4,0.6985,15.174145,1.205928,,,,,
NGC_2477,5538512713634000000,0.6316052,117.77544,-38.32,0.6938,16.543991,1.220859,,,,,
NGC_2477,5538509041446060000,0.6315435,117.7557353,-38.5,0.7148,16.357698,1.196734,,,,,
NGC_2477,5538493098527420000,0.63133454,117.9740389,-38.64,0.6261,16.895588,1.469162,,,,,
NGC_2477,5538891053015910000,0.63130403,118.111702,-38.27,0.6882,16.682642,1.482723,,,,,
NGC_2477,5538487291731490000,0.63113087,117.9633646,-38.76,0.6654,14.241462,0.9816105,,,,,
NGC_2477,5538111598052690000,0.63080559,118.3747311,-38.68,0.6922,18.225136,1.737034,,,,,
NGC_2477,5538507941934380000,0.63079618,117.8810909,-38.46,0.6643,15.51918,1.154265,,,,,
NGC_2477,5538866481501290000,0.63060558,118.153152,-38.52,0.643,18.679523,1.934274,,,,,
NGC_2477,5538490281028710000,0.63050693,118.0335047,-38.65,0.6459,13.59324,0.904829,,,,,
NGC_2477,5537737115563630000,0.63042144,118.1624453,-38.8,0.6785,13.752509,1.055381,,,,,
NGC_2477,5538870368453660000,0.63033336,117.9664605,-38.5,0.6962,15.116145,1.0715245,,,,,
NGC_2477,5538487012550320000,0.63025909,117.9903807,-38.78,0.6915,13.79729,1.054159,,,,,
NGC_2477,5538869848752340000,0.63017222,118.0687707,-38.49,0.6522,13.174895,0.782736,,,,,
NGC_2477,5538869372021230000,0.63017222,118.0145337,-38.53,0.6407,17.38831,1.424089,,,,,
NGC_2477,5538498011969650000,0.63001179,117.7258919,-38.69,0.667,13.314105,0.936251,,,,,
NGC_2477,5538872498757250000,0.62995512,118.0987838,-38.4,0.6836,15.2489395,1.191679,,,,,
NGC_2477,5538935583238540000,0.62948662,117.8108481,-38.23,0.6853,14.830913,0.962596,,,,,
NGC_2477,5538493132886940000,0.62940726,117.9794852,-38.64,0.707,15.916011,1.157527,,,,,
NGC_2477,5538511167443470000,0.6292736,117.8102151,-38.42,0.7002,12.805979,0.703128,,,,,
NGC_2477,5538868100710730000,0.6292438,118.1798015,-38.5,0.6732,13.598498,0.846851,,,,,
NGC_2477,5538489009718540000,0.62912815,118.0448864,-38.71,0.6778,14.861177,0.980056,,,,,
NGC_2477,5538508319891490000,0.62881875,117.8577363,-38.41,0.6878,14.716818,1.202305,,,,,
NGC_2477,5538878992747730000,0.62825378,118.1682839,-38.32,0.6972,16.030788,1.30133,,,,,
NGC_2477,5538113762711230000,0.62821148,118.1940148,-38.69,0.6803,18.089636,1.634296,,,,,
NGC_2477,5538865970409910000,0.62806955,118.0570106,-38.59,0.6706,17.13391,1.377686,,,,,
NGC_2477,5538866137903860000,0.62785279,118.0905066,-38.56,0.7141,17.848255,1.601946,,,,,
NGC_2477,5538882531801040000,0.62771104,117.9184725,-38.45,0.7293,15.918356,1.196615,,,,,
NGC_2477,5538489903071740000,0.62736738,118.0196921,-38.67,0.6378,14.203685,1.080279,,,,,
NGC_2477,5538486840753400000,0.62733287,117.937787,-38.8,0.6875,18.24274,1.742762,,,,,
NGC_2477,5538118371220950000,0.62699519,118.4005251,-38.59,0.6914,16.487185,1.428971,,,,,
NGC_2477,5538869234582230000,0.62697632,118.0502298,-38.53,0.6334,17.602915,1.527573,,,,,
NGC_2477,5538559653341860000,0.62688766,117.7667053,-38.3,0.6673,17.451368,1.460254,,,,,
NGC_2477,5538490109229990000,0.6267709,118.0015348,-38.65,0.7373,17.7302,1.497694,,,,,
NGC_2477,5538105898635830000,0.6266025,118.5639344,-38.6,0.679,15.047001,1.279745,,,,,
NGC_2477,5538867344799490000,0.62631182,118.2627238,-38.53,0.7083,16.69576,1.421206,,,,,
NGC_2477,5537736737606500000,0.62577253,118.1509583,-38.81,0.6962,15.7684,1.262219,,,,,
NGC_2477,5538507838855170000,0.62524574,117.8754375,-38.47,0.6952,14.287294,0.8811275,,,,,
NGC_2477,5538865420651220000,0.62427887,118.1501155,-38.6,0.6392,15.40749,1.020453,,,,,
NGC_2477,5538488730540390000,0.62394797,118.0706088,-38.73,0.6279,17.27862,1.482998,,,,,
NGC_2477,5538121772835020000,0.6236269,118.4048006,-38.52,0.7052,16.130268,1.3359,,,,,
NGC_2477,5538490482881720000,0.62354057,118.0223903,-38.65,0.7363,15.481936,1.197395,,,,,
NGC_2477,5538113835735600000,0.62318857,118.1807361,-38.67,0.6682,15.591668,1.128937,,,,,
NGC_2477,5538489834352120000,0.623182,118.0279878,-38.67,0.7424,12.073827,1.530511,,,,,
NGC_2477,5538884387226780000,0.62312892,118.0290069,-38.39,0.7372,17.582552,1.515512,,,,,
NGC_2477,5538866176565520000,0.6227787,118.0737985,-38.57,0.674,15.773601,1.096392,,,,,
NGC_2477,5538494610355640000,0.62263212,117.9525259,-38.58,0.6866,17.321966,1.417271,,,,,
NGC_2477,5538866039126600000,0.62251961,118.0458349,-38.58,0.7364,15.6773405,1.185093,,,,,
NGC_2477,5538869234579120000,0.62249291,118.0609173,-38.53,0.647,17.050499,1.206173,,,,,
NGC_2477,5538871536687590000,0.62239087,118.0950877,-38.44,0.6424,19.187346,2.195171,,,,,
NGC_2477,5538116133532670000,0.62218921,118.2514487,-38.59,0.7534,12.08023,1.46465,,,,,
NGC_2477,5538559344104270000,0.62210612,117.6771535,-38.34,0.6883,14.238594,0.843688,,,,,
NGC_2477,5538494880928660000,0.6217176,117.9200719,-38.55,0.7246,16.62093,1.29859,,,,,
NGC_2477,5538866348364150000,0.62167236,118.1171471,-38.55,0.7288,12.935657,0.751963,,,,,
NGC_2477,5538116034758810000,0.62154373,118.2671084,-38.6,0.6929,15.181402,1.18027,,,,,
NGC_2477,5538871360584300000,0.62109098,118.1563588,-38.44,0.6862,18.790335,2.304243,,,,,
NGC_2477,5538494679077260000,0.62095907,117.9309984,-38.57,0.6726,17.310303,1.435925,,,,,
