Cluster Name,Gaia DR3 Name,Membership Probability,Right Ascension (deg),Declination (deg),parallax (milli-arcseconds),GAIA g apparent mag,GAIA colour bp - rp,,,,,
NGC_2477,5538487321787970000,0.6207821,117.9911293,-38.77,0.7413,12.382237,1.63848,,,,,
NGC_2477,5538488666121170000,0.62016153,118.038082,-38.73,0.688,13.653885,1.023012,,,,,
NGC_2477,5538884455946250000,0.61989857,118.0211878,-38.37,0.674,17.361723,1.514786,,,,,
NGC_2477,5538490143589720000,0.61980851,117.9813505,-38.66,0.6083,18.15878,1.731529,,,,,
NGC_2477,5538498149408610000,0.61929447,117.7473151,-38.68,0.6577,15.032262,1.093967,,,,,
NGC_2477,5538115759880860000,0.61908809,118.3297594,-38.56,0.681,14.884823,1.110519,,,,,
NGC_2477,5538878614790580000,0.61906231,118.2337072,-38.32,0.696,14.879639,1.111857,,,,,
NGC_2477,5538866588882340000,0.61894828,118.0987454,-38.54,0.6618,15.091505,0.982322,,,,,
NGC_2477,5538871399245610000,0.61889224,118.1421062,-38.45,0.7129,13.457776,0.9710465,,,,,
NGC_2477,5538480694661720000,0.61856795,117.8765637,-38.87,0.697,12.653667,0.842381,,,,,
NGC_2477,5538506704983810000,0.61846791,117.9059971,-38.53,0.6399,16.547533,1.280442,,,,,
NGC_2477,5538885967774470000,0.61844941,117.9747263,-38.27,0.6849,16.171867,1.264408,,,,,
NGC_2477,5538892221246800000,0.61840955,118.1004062,-38.23,0.7039,13.601605,1.280837,,,,,
NGC_2477,5538115588082170000,0.617676,118.337063,-38.58,0.6923,15.787694,1.272028,,,,,
NGC_2477,5538882325642640000,0.61759295,117.9681504,-38.46,0.7222,14.369403,0.976705,,,,,
NGC_2477,5538491414900000000,0.61755843,117.9066983,-38.69,0.7233,12.574412,0.830148,,,,,
NGC_2477,5538867138633870000,0.61755536,118.1747283,-38.54,0.7471,15.30531,1.1717415,,,,,
NGC_2477,5538491311821060000,0.6173653,117.9021482,-38.72,0.7282,15.701351,1.2887635,,,,,
NGC_2477,5538489696913170000,0.61736393,118.0012426,-38.71,0.6885,14.413946,1.000359,,,,,
NGC_2477,5538867271775290000,0.61720124,118.2047066,-38.51,0.6526,18.090015,1.705016,,,,,
NGC_2477,5538872357016760000,0.6169916,118.0650116,-38.42,0.7323,17.334963,1.503832,,,,,
NGC_2477,5538888063718560000,0.61692302,117.7960052,-38.29,0.6803,14.329906,0.892268,,,,,
NGC_2477,5538490658985930000,0.61661538,118.0525509,-38.61,0.6405,16.612406,1.273427,,,,,
NGC_2477,5538493781416760000,0.61622039,117.9660239,-38.6,0.7321,18.127943,1.688011,,,,,
NGC_2477,5538886929847190000,0.61613109,117.8336206,-38.35,0.7146,12.53314,0.860895,,,,,
NGC_2477,5538871777202710000,0.6160879,118.1781562,-38.43,0.6481,15.534311,1.21291,,,,,
NGC_2477,5538559752115870000,0.61601227,117.7071046,-38.31,0.6951,17.883617,1.586344,,,,,
NGC_2477,5537738077631660000,0.61539656,118.0691742,-38.75,0.7184,19.672329,2.125811,,,,,
NGC_2477,5538505227514670000,0.61514293,117.7596013,-38.58,0.6996,12.744808,0.782772,,,,,
NGC_2477,5538887651401670000,0.61496383,117.9110973,-38.27,0.719,14.799671,1.010326,,,,,
NGC_2477,5538871811562450000,0.61476263,118.1654907,-38.42,0.7344,15.913862,1.26191,,,,,
NGC_2477,5538869608234180000,0.6147083,118.075098,-38.52,0.7587,12.291867,0.802862,,,,,
NGC_2477,5538557385599230000,0.61468777,117.6417033,-38.4,0.7209,14.984641,0.900532,,,,,
NGC_2477,5538115175767270000,0.61425715,118.315952,-38.61,0.719,12.828012,0.990262,,,,,
NGC_2477,5538871085706440000,0.61398852,118.0503216,-38.43,0.63,17.497185,1.538025,,,,,
NGC_2477,5538871154425960000,0.61396587,118.0433316,-38.41,0.6529,16.389948,1.295254,,,,,
NGC_2477,5538867963271800000,0.61386466,118.1588283,-38.51,0.6691,14.3960705,0.9145095,,,,,
NGC_2477,5538109746926350000,0.6137914,118.256025,-38.74,0.6591,15.434352,1.231181,,,,,
NGC_2477,5538876961218150000,0.61372649,118.3216376,-38.3,0.7038,11.693178,1.730939,,,,,
NGC_2477,5538510690713490000,0.61256988,117.797039,-38.46,0.7092,13.8038,0.922597,,,,,
NGC_2477,5538115553722440000,0.6125037,118.3253748,-38.6,0.6614,13.770477,1.094384,,,,,
NGC_2477,5538506464465280000,0.61232781,117.848615,-38.53,0.6226,16.092041,1.205317,,,,,
NGC_2477,5538116717649070000,0.61230285,118.2675539,-38.54,0.6634,18.007818,1.655344,,,,,
NGC_2477,5538869092842720000,0.61214125,118.0398232,-38.56,0.7346,17.646627,1.823808,,,,,
NGC_2477,5538492789289810000,0.61200033,117.8411278,-38.63,0.6325,17.177498,1.423674,,,,,
NGC_2477,5538888269876970000,0.611864,117.8646549,-38.28,0.727,17.160297,1.402832,,,,,
NGC_2477,5538872189519810000,0.61171813,118.171806,-38.37,0.732,17.137384,1.462408,,,,,
NGC_2477,5538480454143600000,0.61136911,117.9271853,-38.88,0.6765,14.314931,0.9071995,,,,,
NGC_2477,5538886620609540000,0.61122521,117.8672325,-38.37,0.6854,16.017153,1.400918,,,,,
NGC_2477,5538866515857730000,0.61111266,118.1032095,-38.55,0.7059,13.67881,0.797136,,,,,
NGC_2477,5538118886616970000,0.61103888,118.4635422,-38.55,0.7113,17.29924,1.590849,,,,,
NGC_2477,5537736531448090000,0.61066845,118.1379987,-38.84,0.667,15.249414,1.154293,,,,,
NGC_2477,5538870334093860000,0.61059742,118.0155838,-38.48,0.6312,17.880665,1.578061,,,,,
NGC_2477,5538487188652290000,0.61053875,117.9714055,-38.78,0.6813,13.854398,0.9921835,,,,,
NGC_2477,5538871364885870000,0.61039552,118.1565385,-38.45,0.6397,17.795942,1.634021,,,,,
NGC_2477,5538873804427200000,0.61017463,118.3103887,-38.43,0.6889,13.80694,0.922426,,,,,
NGC_2477,5538877858876360000,0.60979833,118.205522,-38.37,0.641,17.036613,1.585997,,,,,
NGC_2477,5538885486738570000,0.6095807,117.9940543,-38.34,0.6881,17.344217,1.559815,,,,,
NGC_2477,5538506597599660000,0.60943345,117.8722994,-38.51,0.6355,18.129591,1.689524,,,,,
NGC_2477,5538886586250180000,0.60939521,117.861354,-38.39,0.7125,15.114209,1.088323,,,,,
NGC_2477,5538495022672740000,0.60937345,117.9403229,-38.53,0.6107,17.069237,1.366717,,,,,
NGC_2477,5538113831430710000,0.6093538,118.1750901,-38.68,0.7417,18.317135,1.768542,,,,,
NGC_2477,5538492583131370000,0.60931342,117.89423,-38.62,0.684,15.005777,1.030739,,,,,
NGC_2477,5538882222563430000,0.60926838,117.9528119,-38.46,0.7076,15.696709,1.152564,,,,,
NGC_2477,5538884004968310000,0.60924548,117.9869598,-38.35,0.6605,17.048756,1.497893,,,,,
NGC_2477,5538114037589160000,0.60874103,118.169021,-38.68,0.7333,18.666697,1.90595,,,,,
NGC_2477,5538116618874310000,0.6087408,118.3155447,-38.53,0.6527,16.330418,1.450556,,,,,
NGC_2477,5538871536684610000,0.60873319,118.0958069,-38.45,0.6854,13.495097,0.9291995,,,,,
NGC_2477,5537720893464010000,0.6086647,118.2691071,-38.93,0.7033,18.194433,1.72043,,,,,
NGC_2477,5537738245128880000,0.60818643,118.1290586,-38.74,0.6781,18.064552,1.72122,,,,,
NGC_2477,5538873666988270000,0.60814841,118.2864251,-38.46,0.6843,13.608967,0.931628,,,,,
NGC_2477,5538488872279600000,0.60810554,118.027654,-38.72,0.7273,15.6689205,1.271576,,,,,
NGC_2477,5538494743488540000,0.60735598,117.9803969,-38.55,0.733,12.934997,0.634754,,,,,
NGC_2477,5538864836538570000,0.60732807,118.1446324,-38.63,0.7036,15.007574,0.96931,,,,,
NGC_2477,5538512305621080000,0.60730617,117.7826179,-38.36,0.6606,16.415575,1.186132,,,,,
NGC_2477,5538498115048870000,0.60723101,117.7422608,-38.69,0.6849,14.6799555,1.063108,,,,,
NGC_2477,5538868203789950000,0.60716374,118.1614811,-38.48,0.7187,15.258179,1.0868725,,,,,
NGC_2477,5538888166792630000,0.60710861,117.8009563,-38.28,0.6922,16.81083,1.345846,,,,,
NGC_2477,5538490212309250000,0.60703366,118.0384724,-38.68,0.737,12.199881,1.519734,,,,,
NGC_2477,5538494644715630000,0.60701566,117.9559029,-38.57,0.6982,16.612234,1.42572,,,,,
NGC_2477,5537737665319390000,0.60656957,118.069934,-38.8,0.656,15.344503,1.245353,,,,,
NGC_2477,5538887136005610000,0.60594953,117.9068788,-38.34,0.6532,16.807224,1.373095,,,,,
NGC_2477,5538114419851120000,0.60582912,118.2321958,-38.62,0.6898,19.036781,2.093086,,,,,
NGC_2477,5538512546139260000,0.60561207,117.7385603,-38.35,0.7258,15.740229,1.035507,,,,,
NGC_2477,5538869956136670000,0.60556085,118.0786795,-38.47,0.7346,8.886706,2.2750844,,,,,
NGC_2477,5538870261075620000,0.60510381,118.0252717,-38.49,0.6165,16.810297,1.321906,,,,,
NGC_2477,5538118886616970000,0.60492113,118.4643378,-38.54,0.6833,15.2110815,1.2649905,,,,,
NGC_2477,5538508904006640000,0.60452799,117.7354998,-38.53,0.6721,15.901886,1.206762,,,,,
NGC_2477,5538878271193210000,0.60442166,118.2017193,-38.32,0.7015,15.780679,1.246151,,,,,
NGC_2477,5538492991142610000,0.60441543,117.9583806,-38.65,0.6625,16.443743,1.248593,,,,,
NGC_2477,5538113045461610000,0.60406647,118.2053879,-38.69,0.6855,14.243961,0.994933,,,,,
NGC_2477,5538865558090140000,0.60375583,118.1648358,-38.57,0.6553,16.172916,1.152451,,,,,
NGC_2477,5538870265374380000,0.60349874,118.0224386,-38.49,0.6566,15.983081,1.178582,,,,,
NGC_2477,5538504712119020000,0.60333074,117.8339037,-38.59,0.7177,16.373335,1.370565,,,,,
NGC_2477,5538868547387290000,0.6032644,118.2089585,-38.46,0.7051,12.85353,0.876001,,,,,
NGC_2477,5538505605472230000,0.60299678,117.7701094,-38.58,0.6881,13.992701,0.858636,,,,,
NGC_2477,5538121326158450000,0.60229235,118.3816724,-38.58,0.6626,18.05032,1.755759,,,,,
NGC_2477,5538490315388450000,0.60226697,118.0403269,-38.65,0.7195,12.29911,1.252101,,,,,
NGC_2477,5538505949069610000,0.60220899,117.7388723,-38.54,0.7287,17.017406,1.645886,,,,,
NGC_2477,5538869131503020000,0.6019521,118.0575684,-38.54,0.6775,16.246328,1.196714,,,,,
NGC_2477,5538884039328060000,0.60179399,117.9647555,-38.34,0.7212,17.794638,1.666744,,,,,
NGC_2477,5538872842354610000,0.60148688,118.1290218,-38.39,0.6614,14.728525,1.083859,,,,,
NGC_2477,5538489044078300000,0.60122579,118.0224713,-38.71,0.726,15.545848,1.177167,,,,,
NGC_2477,5537738455593720000,0.60086775,118.1119987,-38.73,0.6365,15.316339,1.24452,,,,,
NGC_2477,5538494056294630000,0.60083328,117.9036383,-38.61,0.7492,18.696478,1.953319,,,,,
NGC_2477,5538864797877200000,0.60036303,118.1396907,-38.63,0.7011,12.993457,0.656559,,,,,
NGC_2477,5538885864695260000,0.60025934,117.9701155,-38.29,0.7174,16.48251,1.291526,,,,,
NGC_2477,5538887715820130000,0.60023894,117.8352126,-38.33,0.6552,17.0206,1.384492,,,,,
NGC_2477,5538865455010950000,0.60012308,118.1539969,-38.59,0.7584,17.101645,1.298781,,,,,
NGC_2477,5538505777270490000,0.60002927,117.8070287,-38.54,0.6921,16.764977,1.264444,,,,,
NGC_2477,5538494094959550000,0.59979868,117.9184294,-38.61,0.7265,15.713407,1.0921945,,,,,
NGC_2477,5538114007534300000,0.59954436,118.1437286,-38.67,0.7252,16.66537,1.296744,,,,,
NGC_2477,5538873289031170000,0.59944,118.1330708,-38.32,0.707,14.52797,1.049324,,,,,
NGC_2477,5538490727705420000,0.59936469,118.039206,-38.61,0.7223,12.565063,0.733667,,,,,
NGC_2477,5538489765626690000,0.5993073,117.9992939,-38.69,0.6456,20.031391,2.264276,,,,,
NGC_2477,5538489726967300000,0.59911162,117.9835669,-38.71,0.6253,16.131783,1.353387,,,,,
NGC_2477,5538492514411910000,0.59910942,117.8618698,-38.64,0.6968,14.30132,0.915834,,,,,
NGC_2477,5538891083073390000,0.59902766,118.1233528,-38.26,0.6963,16.79734,1.451575,,,,,
NGC_2477,5538872292598860000,0.59901442,118.0803719,-38.44,0.6613,15.029411,1.071833,,,,,
NGC_2477,5538871085711510000,0.59889293,118.0498302,-38.42,0.7366,17.274296,1.540798,,,,,
NGC_2477,5538487016853630000,0.59884216,118.0038836,-38.79,0.6628,15.59569,1.266992,,,,,
NGC_2477,5538511584066580000,0.59869357,117.803354,-38.38,0.7398,16.834793,1.29895,,,,,
NGC_2477,5538508040709060000,0.59861146,117.8801215,-38.43,0.7178,16.964195,1.369221,,,,,
NGC_2477,5538493059862110000,0.59846116,117.9457212,-38.64,0.6266,17.456877,1.486934,,,,,
NGC_2477,5538865519425320000,0.59842418,118.1471245,-38.57,0.705,12.640079,0.76637,,,,,
NGC_2477,5538867963271800000,0.59834766,118.1633297,-38.52,0.7264,15.175955,1.034939,,,,,
NGC_2477,5538112834998170000,0.59829634,118.2042343,-38.73,0.6475,15.650725,1.24456,,,,,
NGC_2477,5538122837986930000,0.59816671,118.3375044,-38.48,0.6689,15.078522,1.122901,,,,,
NGC_2477,5538886788107150000,0.59816002,117.8733525,-38.34,0.7355,19.607605,2.370409,,,,,
NGC_2477,5538869264640050000,0.5981567,118.014165,-38.56,0.629,16.747612,1.305402,,,,,
NGC_2477,5537736737606510000,0.59815176,118.1450813,-38.82,0.6376,15.386967,1.121818,,,,,
NGC_2477,5538889953504140000,0.59780478,117.8927587,-38.23,0.6719,13.391722,0.784292,,,,,
NGC_2477,5538114862222970000,0.59771121,118.3231442,-38.64,0.6702,16.720516,1.54074,,,,,
NGC_2477,5538870123633570000,0.59727355,118.0072205,-38.51,0.7724,18.060268,1.650429,,,,,
NGC_2477,5538116889446910000,0.59707666,118.296634,-38.51,0.7441,12.299073,1.560061,,,,,
NGC_2477,5538866206626480000,0.59703474,118.0816784,-38.54,0.7155,12.299064,0.66135,,,,,
NGC_2477,5538865588148040000,0.59697042,118.1808294,-38.57,0.6478,18.969658,1.974527,,,,,
NGC_2477,5538490448527320000,0.59697042,118.0595875,-38.63,0.6486,16.90636,1.344996,,,,,
NGC_2477,5538493201606630000,0.59686895,117.9753431,-38.62,0.6675,16.750626,1.282284,,,,,
NGC_2477,5538493717002670000,0.59626289,118.0056588,-38.59,0.6948,14.852858,0.992645,,,,,
NGC_2477,5538885314939630000,0.59614788,118.0654046,-38.29,0.7197,15.350187,1.23311,,,,,
NGC_2477,5538866726321260000,0.59589876,118.1151864,-38.52,0.7008,15.952789,1.143087,,,,,
NGC_2477,5538869165862850000,0.59589876,118.0709471,-38.53,0.6976,15.703017,1.089326,,,,,
NGC_2477,5538868989762120000,0.59578605,118.04049,-38.58,0.6203,18.746983,2.028166,,,,,
NGC_2477,5538869543815880000,0.59565647,118.0833988,-38.53,0.6463,17.623558,1.525915,,,,,
NGC_2477,5538869814397240000,0.59552534,118.0591133,-38.5,0.7288,17.765186,1.584795,,,,,
NGC_2477,5538866142205770000,0.59541422,118.0909408,-38.57,0.6066,16.932579,1.337412,,,,,
NGC_2477,5538869127201120000,0.59525205,118.0580082,-38.55,0.7296,17.841503,1.599407,,,,,
NGC_2477,5538510209677060000,0.59485321,117.6987304,-38.44,0.6817,13.638648,0.703392,,,,,
NGC_2477,5538884696464400000,0.59451947,118.0251838,-38.34,0.7085,16.448076,1.328429,,,,,
NGC_2477,5538865695529210000,0.59419287,118.0898368,-38.62,0.7388,15.6887245,1.125241,,,,,
NGC_2477,5538872322657060000,0.5941869,118.0875054,-38.41,0.686,17.90987,1.693683,,,,,
NGC_2477,5538493613923270000,0.59402935,117.9960865,-38.6,0.6943,12.031075,1.395139,,,,,
NGC_2477,5538499455078610000,0.59392076,117.6970129,-38.62,0.7036,15.453857,1.102522,,,,,
NGC_2477,5538868341228880000,0.59375814,118.180769,-38.47,0.7265,15.911825,1.218908,,,,,
NGC_2477,5538885070122880000,0.59353291,118.1072628,-38.32,0.66,17.916315,1.642449,,,,,
NGC_2477,5538113182900550000,0.59352798,118.2564647,-38.69,0.7323,16.452435,1.381838,,,,,
NGC_2477,5537735981681430000,0.59351989,118.0539623,-38.85,0.7027,17.78473,1.576136,,,,,
NGC_2477,5538489211571240000,0.59350352,118.0782848,-38.7,0.6985,17.403667,1.530449,,,,,
NGC_2477,5538871261806700000,0.59330135,118.1130587,-38.47,0.7572,17.67986,1.579794,,,,,
NGC_2477,5537738627392030000,0.59318936,118.1129611,-38.7,0.6711,16.479967,1.360977,,,,,
NGC_2477,5538110842133430000,0.59310941,118.3798142,-38.7,0.6709,17.204348,1.514048,,,,,
NGC_2477,5538869784337970000,0.59305586,118.0944834,-38.48,0.6845,14.956876,1.010154,,,,,
NGC_2477,5538890984296730000,0.59297342,118.1258556,-38.28,0.7013,14.706758,1.12824,,,,,
NGC_2477,5538935823756700000,0.59268553,117.8076433,-38.21,0.6884,15.63116,1.079858,,,,,
NGC_2477,5538487944560370000,0.59261582,117.9015777,-38.75,0.6726,18.39076,1.847643,,,,,
NGC_2477,5538870364151760000,0.59251252,117.9814159,-38.5,0.617,17.755146,1.584734,,,,,
NGC_2477,5538559618982130000,0.59200734,117.7587821,-38.32,0.684,15.848401,1.101684,,,,,
NGC_2477,5538935170921700000,0.59182355,117.7885555,-38.25,0.6833,14.360371,0.912741,,,,,
NGC_2477,5538490074870260000,0.59168041,117.9957094,-38.67,0.735,12.142465,1.455694,,,,,
NGC_2477,5538487669688570000,0.59166053,117.9057767,-38.78,0.7262,15.250752,1.08836,,,,,
NGC_2477,5538560581054820000,0.59127723,117.6851139,-38.29,0.6692,14.286925,0.846001,,,,,
NGC_2477,5538887376518310000,0.59125411,117.9313733,-38.29,0.7026,15.53259,1.23055,,,,,
NGC_2477,5538869990496400000,0.59099626,118.0902192,-38.47,0.6849,13.676548,0.890025,,,,,
NGC_2477,5538873666988270000,0.59091382,118.2789864,-38.45,0.698,16.345802,1.350524,,,,,
NGC_2477,5538490212309370000,0.59064502,118.0378313,-38.67,0.6737,16.147072,1.203102,,,,,
NGC_2477,5538497908890460000,0.59045316,117.7345594,-38.72,0.6735,13.487888,0.8157745,,,,,
NGC_2477,5538492102094710000,0.5903305,117.838746,-38.67,0.7198,15.638549,1.166143,,,,,
NGC_2477,5538484955269180000,0.5903305,117.8333671,-38.77,0.7126,15.677228,1.253277,,,,,
NGC_2477,5538505120130430000,0.59025606,117.7171266,-38.6,0.6304,17.329649,1.466325,,,,,
NGC_2477,5537735809893500000,0.59018347,117.9925032,-38.87,0.6676,15.10046,1.021302,,,,,
NGC_2477,5537735122698790000,0.59018347,118.0642136,-38.88,0.6725,15.248957,1.021525,,,,,
NGC_2477,5538873250370250000,0.59011494,118.1229955,-38.33,0.7697,18.665417,1.975567,,,,,
NGC_2477,5538871983361110000,0.58996032,118.1942787,-38.38,0.7024,17.259306,1.439572,,,,,
NGC_2477,5538892083807860000,0.58951568,118.0830288,-38.25,0.6799,13.53738,1.024824,,,,,
NGC_2477,5538114866527690000,0.58941174,118.3212447,-38.64,0.7135,16.104633,1.397823,,,,,
NGC_2477,5538868199491330000,0.58927447,118.1531733,-38.49,0.78,18.13348,1.552099,,,,,
NGC_2477,5538867276077000000,0.58901731,118.2014519,-38.51,0.685,15.358005,1.094542,,,,,
NGC_2477,5538113285979760000,0.58878348,118.2661306,-38.68,0.7314,17.563316,1.645328,,,,,
NGC_2477,5537737734038880000,0.58867771,118.1051257,-38.79,0.6781,14.469474,1.097143,,,,,
NGC_2477,5538887062985100000,0.58857264,117.8492074,-38.33,0.7398,16.205944,1.208909,,,,,
NGC_2477,5538878133754280000,0.5885331,118.1721008,-38.35,0.7234,15.482742,1.177358,,,,,
NGC_2477,5538110223658100000,0.58851985,118.3121458,-38.71,0.6991,17.678778,1.611828,,,,,
NGC_2477,5538491758497650000,0.5884466,117.9136486,-38.66,0.7126,14.325346,0.917253,,,,,
NGC_2477,5538491754191990000,0.58844332,117.910382,-38.66,0.6384,17.175276,1.414526,,,,,
NGC_2477,5538494472918820000,0.58839763,117.9091109,-38.57,0.6493,17.83086,1.575038,,,,,
NGC_2477,5538504712118640000,0.58766115,117.8222863,-38.59,0.7041,15.585308,1.108203,,,,,
NGC_2477,5538870024856160000,0.5876466,118.0721535,-38.48,0.7197,16.522919,1.265482,,,,,
NGC_2477,5538889438108020000,0.58752067,117.9974045,-38.22,0.6782,13.557566,0.872456,,,,,
NGC_2477,5538118332556660000,0.58727099,118.4199149,-38.59,0.6592,18.10077,1.837107,,,,,
NGC_2477,5537733297332720000,0.58720652,118.1720947,-38.89,0.6845,17.177513,1.454253,,,,,
NGC_2477,5538879336345090000,0.58698462,118.1863123,-38.28,0.684,11.9496765,1.591817,,,,,
NGC_2477,5538115210125080000,0.5869391,118.2913601,-38.62,0.6521,16.672916,1.559766,,,,,
NGC_2477,5538872670556150000,0.58674505,118.0606287,-38.38,0.6596,15.516302,1.179827,,,,,
NGC_2477,5538870295435360000,0.58653007,118.0072325,-38.49,0.7408,18.376526,1.726915,,,,,
NGC_2477,5538488528682240000,0.58622422,117.948952,-38.7,0.6784,15.866312,1.230436,,,,,
NGC_2477,5538491380540260000,0.58616153,117.8956333,-38.7,0.7451,11.597055,1.669132,,,,,
NGC_2477,5537737149923360000,0.58609791,118.1672395,-38.79,0.6908,14.9486065,1.200862,,,,,
NGC_2477,5538494679075380000,0.5854459,117.9390331,-38.57,0.7588,17.657295,1.510872,,,,,
NGC_2477,5538874388542730000,0.58535827,118.3565374,-38.37,0.6801,16.026464,1.265706,,,,,
NGC_2477,5538506430107740000,0.58502863,117.8451584,-38.55,0.6499,17.346117,1.458543,,,,,
NGC_2477,5538110090524100000,0.5849925,118.2903352,-38.73,0.6921,14.529949,1.107521,,,,,
NGC_2477,5538493167246910000,0.58497577,117.9639471,-38.64,0.7111,14.208168,1.017555,,,,,
NGC_2477,5538867447871270000,0.58489966,118.2502244,-38.5,0.6505,19.325262,2.102155,,,,,
NGC_2477,5538493717002660000,0.58471668,118.0087072,-38.58,0.7574,17.463505,1.473671,,,,,
NGC_2477,5538870608971860000,0.58468609,117.9866613,-38.45,0.7003,15.68767,1.1991,,,,,
NGC_2477,5538869440740660000,0.58468065,118.050782,-38.52,0.7393,14.568005,0.911498,,,,,
NGC_2477,5538887479602990000,0.5846326,117.8746562,-38.29,0.6959,14.520304,0.941001,,,,,
NGC_2477,5538867654034090000,0.5845313,118.2388366,-38.49,0.7064,15.992378,1.212316,,,,,
NGC_2477,5538871227446940000,0.58435377,118.1321715,-38.47,0.7276,15.260943,1.123536,,,,,
NGC_2477,5538118096343040000,0.58376659,118.4238107,-38.62,0.7324,15.628674,1.299964,,,,,
NGC_2477,5538098339493530000,0.58321808,118.4343877,-38.79,0.6753,14.745412,0.987129,,,,,
NGC_2477,5538866485803070000,0.58294936,118.1398107,-38.53,0.6481,17.514317,1.727739,,,,,
NGC_2477,5538885692896560000,0.5826436,118.0039705,-38.3,0.6547,16.571991,1.435319,,,,,
NGC_2477,5538864973974690000,0.58238885,118.1031875,-38.62,0.657,16.342836,1.241361,,,,,
NGC_2477,5538883150276230000,0.58238197,117.9967118,-38.39,0.7104,15.892196,1.218792,,,,,
NGC_2477,5538865936047330000,0.58225421,118.1006851,-38.57,0.6342,15.963269,1.136383,,,,,
NGC_2477,5538506666319150000,0.58210869,117.8521014,-38.5,0.6726,16.368374,1.312099,,,,,
NGC_2477,5538480797740940000,0.58188882,117.9012639,-38.85,0.6858,16.256132,1.213644,,,,,
NGC_2477,5538872601836490000,0.58180964,118.062834,-38.4,0.6391,16.791115,1.394875,,,,,
NGC_2477,5538501787235580000,0.5817901,117.6057569,-38.66,0.6546,17.64643,1.531815,,,,,
